HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3B837J3LDOWU69TCLREH4MT1EGPSRS,A3NQ988D43B0JW,Approved,"Mon Sep 05 14:35:43 PDT 2016","Mon Sep 05 14:38:10 PDT 2016","scores_final:5,4,4,5,4,4,2,3,2,2,2,3,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,5,4,3,3,3,3,3,3,3,4,3,4,4,3,2,2,3,2,2,2,5,5,4,3,5,5,3,4,3,3,4,4,3,3,2,3,4,3,1,2,1,2,2,2","file_names_seen:2272_2505419637_15ecd5c05a_z.jpg,3005_2879719300_46bb75dc29_z.jpg,3079_2698573338_e0604dd1e9_z.jpg,2445_3960043592_3a69e5ce74_z.jpg,2313_1808247764_e14051c45d_z.jpg,2757_4202345194_6b32d02e67_b.jpg,1155_5144520888_1fe14d90ce_z.jpg,1236_1434571998_1b2eef1b65_z.jpg,146_344098515_af4947bcfa_b.jpg,2135_2079328500_0320c491c6_z.jpg,3205_2885838948_6900073171_z.jpg,1018_1412581843_3eec907973_z.jpg","thumbnail_order_seen:Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10,Kmeans,Judd_10,GT_10,Jumbled,Nat_10,Pred_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3X65QVEQI0N3WU93JLRL35GKMLELC1,A2U7BMG19Q83GE,Approved,"Mon Sep 05 14:35:56 PDT 2016","Mon Sep 05 14:38:56 PDT 2016","scores_final:2,3,2,2,3,3,3,4,3,4,3,3,4,3,3,4,4,4,2,3,4,3,3,4,3,2,2,3,4,4,3,3,3,4,3,3,2,2,3,4,3,3,3,4,3,3,4,4,3,2,2,3,4,4,3,3,2,2,4,3,3,2,3,4,3,3,2,3,4,3,3,3","file_names_seen:163_358216333_60fed090f4_z.jpg,2399_2423994837_e940a4ac61_z.jpg,2734_4157456167_c6f399089d_b.jpg,3005_2879719300_46bb75dc29_z.jpg,1124_754703471_786ffbf3e5_b.jpg,2135_2079328500_0320c491c6_z.jpg,2525_3695021827_2a8d4867a0_z.jpg,191_496555142_4ae1ae4ef6_b.jpg,2664_4066177796_e9d6ffe9ce_b.jpg,1018_1412581843_3eec907973_z.jpg,146_344098515_af4947bcfa_b.jpg,1099_4722587049_886a00ef82_b.jpg","thumbnail_order_seen:Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans,Jumbled,Judd_10,GT_10,Pred_10,Nat_10,Kmeans",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3QHK8ZVMIMIKMPHX5LVQSLA240ELBU,AHBAK9YT1RYPC,Approved,"Mon Sep 05 14:35:51 PDT 2016","Mon Sep 05 14:40:17 PDT 2016","scores_final:5,5,4,1,4,2,5,1,4,3,1,3,3,3,1,2,3,4,5,3,4,4,1,2,5,5,5,5,5,5,5,4,2,1,1,4,1,1,2,1,4,4,1,1,1,1,1,1,3,4,4,3,1,4,4,1,3,3,3,3,4,5,3,4,4,4,1,3,4,3,3,3","file_names_seen:191_496555142_4ae1ae4ef6_b.jpg,2668_3887893951_8557a2a481_b.jpg,1155_5144520888_1fe14d90ce_z.jpg,127_385355220_2378f94d03_z.jpg,1018_1412581843_3eec907973_z.jpg,3117_2613392091_290430f73b_z.jpg,3115_3187169959_d9321b62ca_b.jpg,146_344098515_af4947bcfa_b.jpg,2489_4057959592_35b945b4d9_b.jpg,170_425999496_82fb5fa45c_b.jpg,1099_4722587049_886a00ef82_b.jpg,1240_4610525888_bcb8854bf3_z.jpg","thumbnail_order_seen:Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10,Jumbled,Pred_10,Kmeans,GT_10,Judd_10,Nat_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3SB5N7Y3O343GA0MWE1LVC9BHFVG0X,ALL5YYZDJ4FB2,Approved,"Mon Sep 05 14:35:46 PDT 2016","Mon Sep 05 14:40:25 PDT 2016","scores_final:4,3,2,4,4,3,4,3,4,4,2,2,5,4,3,2,4,5,2,4,4,3,2,4,4,2,2,3,4,3,4,3,1,4,2,3,4,3,3,5,4,2,4,2,2,3,4,5,4,3,3,2,5,5,4,3,3,5,3,1,4,3,3,5,4,3,3,2,3,3,4,3","file_names_seen:3079_2698573338_e0604dd1e9_z.jpg,2761_4046158234_55fc4daa4a_z.jpg,2313_1808247764_e14051c45d_z.jpg,2005_2387909547_1de73f4c3a_z.jpg,2277_2539714535_a0001a7b18_z.jpg,146_344098515_af4947bcfa_b.jpg,3070_2929220395_49bd809e8e_z.jpg,3210_3317756966_e6d994ab15_z.jpg,1018_1412581843_3eec907973_z.jpg,1308_5185461804_0c43737727_z.jpg,2494_4077513200_6532d24392_z.jpg,2491_4075042540_3549f711c9_z.jpg","thumbnail_order_seen:Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10,Judd_10,Kmeans,Jumbled,Nat_10,Pred_10,GT_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3DHE4R9OCWBACK30B15ZE02QEDFG2H,A2GW9GI73P8JFN,Approved,"Mon Sep 05 14:36:00 PDT 2016","Mon Sep 05 14:42:21 PDT 2016","scores_final:4,5,1,5,3,3,5,2,3,2,4,3,2,4,2,2,2,4,5,3,1,5,5,5,5,5,5,5,5,5,5,1,1,1,5,2,5,2,2,2,3,2,1,1,2,2,2,5,1,1,4,4,1,4,1,4,1,1,1,1,4,1,1,1,4,5,4,1,4,4,4,2","file_names_seen:2599_4003246467_e68fd1ee24_b.jpg,3169_2616840052_9276d381a9_z.jpg,1324_875657112_e1e6f99b29_b.jpg,2550_4088342303_8a1fb5fac2_b.jpg,1018_1412581843_3eec907973_z.jpg,2757_4202345194_6b32d02e67_b.jpg,2045_1741104630_4a8a574778_z.jpg,3084_2906850476_4f8794fd78_z.jpg,3205_2885838948_6900073171_z.jpg,146_344098515_af4947bcfa_b.jpg,3115_3187169959_d9321b62ca_b.jpg,3044_2609355515_a62a2fdef2_z.jpg","thumbnail_order_seen:Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10,Nat_10,Jumbled,Kmeans,Pred_10,GT_10,Judd_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",37FMASSAYCRIWO9RKIYD05IANWKBI6,A16SNXBYG2EO47,Approved,"Mon Sep 05 14:35:42 PDT 2016","Mon Sep 05 14:42:50 PDT 2016","scores_final:3,4,1,4,5,3,3,3,4,3,4,5,5,5,5,1,5,5,1,3,3,4,5,4,4,3,1,2,3,4,4,3,4,3,1,3,3,3,2,2,1,1,3,4,1,3,2,3,2,1,3,2,4,5,5,5,5,3,1,3,2,2,2,4,1,2,4,4,4,4,4,4","file_names_seen:3154_3020636220_cceabdb71f_z.jpg,2045_1741104630_4a8a574778_z.jpg,1236_1434571998_1b2eef1b65_z.jpg,2187_4310321648_63a9835132_b.jpg,2137_2263432012_aa00713c93_z.jpg,2664_4066177796_e9d6ffe9ce_b.jpg,146_344098515_af4947bcfa_b.jpg,126_318735136_983c879f9d_z.jpg,2202_1794071922_804b0876f9_z.jpg,127_385355220_2378f94d03_z.jpg,178_419246022_4e8447361b_b.jpg,1018_1412581843_3eec907973_z.jpg","thumbnail_order_seen:Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10,Kmeans,GT_10,Jumbled,Nat_10,Pred_10,Judd_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",386CSBG1OZMP7AGF1ZMEYRN405QQ63,A1GPO13F5EY7FJ,Approved,"Mon Sep 05 14:38:29 PDT 2016","Mon Sep 05 14:47:25 PDT 2016","scores_final:3,5,4,4,1,5,5,4,4,4,1,4,2,3,4,3,4,3,5,4,5,5,1,4,5,3,4,1,4,3,4,5,4,4,1,5,3,1,1,1,2,1,2,3,5,5,5,5,4,4,3,4,1,5,4,2,4,3,3,3,4,4,4,4,4,4,3,5,3,3,1,4","file_names_seen:2531_4045411905_0b3069a35e_z.jpg,3079_2698573338_e0604dd1e9_z.jpg,2525_3695021827_2a8d4867a0_z.jpg,1292_647719891_2f11baa4ce_z.jpg,2135_2079328500_0320c491c6_z.jpg,2599_4003246467_e68fd1ee24_b.jpg,146_344098515_af4947bcfa_b.jpg,2137_2263432012_aa00713c93_z.jpg,2187_4310321648_63a9835132_b.jpg,2277_2539714535_a0001a7b18_z.jpg,1018_1412581843_3eec907973_z.jpg,2491_4075042540_3549f711c9_z.jpg","thumbnail_order_seen:Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10,Judd_10,GT_10,Nat_10,Kmeans,Jumbled,Pred_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3ITXP059PWJD8LAZDM582V7A4ZVJSR,A2FLC1C95OWCZJ,Approved,"Mon Sep 05 14:47:58 PDT 2016","Mon Sep 05 14:50:03 PDT 2016","scores_final:2,3,3,3,2,2,2,2,3,2,2,3,5,3,3,4,4,5,3,3,2,3,2,2,5,4,5,5,4,4,3,2,3,3,2,3,2,2,3,3,2,2,2,3,2,3,3,2,5,4,5,4,3,5,4,4,5,4,4,3,3,2,2,2,2,3,2,2,3,3,2,2","file_names_seen:2531_4045411905_0b3069a35e_z.jpg,3005_2879719300_46bb75dc29_z.jpg,1188_863930370_5ebf5a55bf_z.jpg,2272_2505419637_15ecd5c05a_z.jpg,1393_1316029959_3aa6c8ab46_z.jpg,3069_2434085486_c4d18f84e9_z.jpg,2550_4088342303_8a1fb5fac2_b.jpg,146_344098515_af4947bcfa_b.jpg,3044_2609355515_a62a2fdef2_z.jpg,2489_4057959592_35b945b4d9_b.jpg,1018_1412581843_3eec907973_z.jpg,2752_4501881378_17685ba665_b.jpg","thumbnail_order_seen:Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10,Pred_10,GT_10,Kmeans,Nat_10,Jumbled,Judd_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3OLQQLKKNSPCY25HCRL3DE3V38MEJL,ACEAZJ144P5ZN,Approved,"Mon Sep 05 14:50:38 PDT 2016","Mon Sep 05 14:55:05 PDT 2016","scores_final:3,3,1,5,5,2,5,5,5,2,1,3,4,4,5,4,2,4,5,5,5,4,4,3,3,1,4,5,4,4,3,3,5,5,2,4,3,1,5,5,3,5,1,2,1,1,1,1,3,1,3,3,2,3,5,5,5,5,5,5,1,5,5,5,5,1,2,2,5,1,2,2","file_names_seen:181_465965877_f74a10c8fb_z.jpg,1393_1316029959_3aa6c8ab46_z.jpg,3105_2850221379_694f84806e_z.jpg,2287_2122022565_e27036c18a_z.jpg,1203_825658423_ae6f34ef5f_b.jpg,2045_1741104630_4a8a574778_z.jpg,2723_4460739252_5080102d06_z.jpg,146_344098515_af4947bcfa_b.jpg,2550_4088342303_8a1fb5fac2_b.jpg,1018_1412581843_3eec907973_z.jpg,3007_5709666545_b8faa21a69_z.jpg,3115_3187169959_d9321b62ca_b.jpg","thumbnail_order_seen:Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10,Judd_10,Pred_10,Kmeans,Jumbled,GT_10,Nat_10",on,on,on,on,on,on,
37PGLWGSJT6G27FS0T64AP5DZUAIKY,"Color Theme Evaluation"," ",3ATTHHXXWAOP9RCSPEQVP2926Z8IXM,AFU00NU09CFXE,Approved,"Mon Sep 05 14:35:51 PDT 2016","Mon Sep 05 15:04:57 PDT 2016","scores_final:2,4,5,4,3,4,1,1,3,5,1,2,1,5,4,2,3,2,3,2,2,4,2,3,2,3,1,5,4,5,1,1,1,2,1,1,2,3,3,5,5,4,5,5,5,5,5,5,4,1,3,4,5,4,4,1,4,5,4,5,5,1,3,2,3,3,4,1,4,5,3,3","file_names_seen:1124_754703471_786ffbf3e5_b.jpg,2761_4046158234_55fc4daa4a_z.jpg,163_358216333_60fed090f4_z.jpg,2591_3955185437_a931a22429_z.jpg,2399_2423994837_e940a4ac61_z.jpg,146_344098515_af4947bcfa_b.jpg,1099_4722587049_886a00ef82_b.jpg,1018_1412581843_3eec907973_z.jpg,1292_4681968307_d03a0c37a0_b.jpg,3112_2881946369_dbd42ec3de_b.jpg,191_496555142_4ae1ae4ef6_b.jpg,2591_4061348630_a988f0ef34_b.jpg","thumbnail_order_seen:Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10,Judd_10,Jumbled,Kmeans,Pred_10,Nat_10,GT_10",on,on,on,on,on,on,
