"2016-11-18 19:43:06","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",0,"final","This chart shows the relationship of Arctic ice coverage over time. It shows that current (2012) ice coverage is lowest in 33 years. It also shows seasonal variations in ice coverage."
"2016-11-18 19:40:20","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",1,"added","This chart shows the relationship of Arctic ice cover"
"2016-11-18 19:40:38","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",2,"unchanged","This chart shows the relationship of Arctic ice cover"
"2016-11-18 19:40:38","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",3,"added","age over time."
"2016-11-18 19:42:25","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",4,"unchanged","This chart shows the relationship of Arctic ice coverage over time."
"2016-11-18 19:42:25","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",5,"added"," It shows that current (2012) ice coverage is lowest in 33 years."
"2016-11-18 19:43:06","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",6,"unchanged","This chart shows the relationship of Arctic ice coverage over time. It shows that current (2012) ice coverage is lowest in 33 years."
"2016-11-18 19:43:06","wsj249.png","3OLQQLKKNSPCY25HCRL3DE3W5LBEJ4",7,"added"," It also shows seasonal variations in ice coverage."
"2016-11-18 21:14:54","wsj249.png","3GU1KF0O4I1ADAWVXDOX92JNBN8BP5",0,"final","The graph shows the extent of area of the arctic ocean with at least 15% ice coverage by the month, comparing the years 2012, 2007, 1980, and also the 1979-2000 average. The trend shows a general downward decline with 2012 summing up as having less ice coverage in all months. On the right side of the infographic, a satellite picture of the area displays a superimposition of the location and amount of coverage lost. "
"2016-11-18 21:12:30","wsj249.png","3GU1KF0O4I1ADAWVXDOX92JNBN8BP5",1,"added","The graph shows the extent of area of the arctic ocean with at least 15% ice coverage "
"2016-11-18 21:12:49","wsj249.png","3GU1KF0O4I1ADAWVXDOX92JNBN8BP5",2,"unchanged","The graph shows the extent of area of the arctic ocean with at least 15% ice coverage "
"2016-11-18 21:12:49","wsj249.png","3GU1KF0O4I1ADAWVXDOX92JNBN8BP5",3,"added","by the month, comparing "
