"2017-06-11 11:22:43","wsj557.png","36TFCYNS45K9E2KTYUBQ1ABR5S1HXU",0,"final","This graph is showing the increase in electricity usage in Texas between the years of 2003-2011. The chart is to illustrate the increase in the demand for electricity despite the financial crisis that took place in 2008. "
"2017-06-11 11:22:27","wsj557.png","36TFCYNS45K9E2KTYUBQ1ABR5S1HXU",1,"added","This graph is showing the increase in electricity usage in Texas between the years of 2003-2011. The chart is to illustrate the increase in the demand for electricity despite the financial crisis that took place in 2008. "
"2017-06-11 11:22:43","wsj557.png","36TFCYNS45K9E2KTYUBQ1ABR5S1HXU",2,"unchanged","This graph is showing the increase in electricity usage in Texas between the years of 2003-2011. The chart is to illustrate the increase in the demand for electricity despite the financial crisis that took place in 2008. "
"2017-06-11 12:06:20","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",0,"final","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year from 2003 to 2011. The 2011 usage was 68,379 Megawatts, as measured at the  Monticello Power Plant near Mount Pleasant, Texas."
"2017-06-11 12:01:00","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",1,"added","This graph shows the surging demand for electricity in Texas"
"2017-06-11 12:02:07","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",2,"unchanged","This graph shows the surging demand for electricity in Texas"
"2017-06-11 12:02:07","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",3,"added",", and depicts the amount of electricity on the peak days for each year"
"2017-06-11 12:03:40","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",4,"unchanged","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year"
"2017-06-11 12:04:20","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",5,"unchanged","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year"
"2017-06-11 12:04:20","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",6,"added"," from 2003 to 2011. The 2011 usage "
"2017-06-11 12:05:04","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",7,"unchanged","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year from 2003 to 2011. The 2011 usage "
"2017-06-11 12:05:04","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",8,"added","was 68,379,"
"2017-06-11 12:05:27","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",9,"unchanged","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year from 2003 to 2011. The 2011 usage was 68,379"
"2017-06-11 12:05:27","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",10,"added"," Megawatts"
"2017-06-11 12:05:27","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",11,"unchanged",","
"2017-06-11 12:05:27","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",12,"added"," as measured at the "
"2017-06-11 12:05:48","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",13,"unchanged","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year from 2003 to 2011. The 2011 usage was 68,379 Megawatts, as measured at the "
"2017-06-11 12:05:48","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",14,"added"," Monticello Power Plant near "
"2017-06-11 12:06:20","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",15,"unchanged","This graph shows the surging demand for electricity in Texas, and depicts the amount of electricity on the peak days for each year from 2003 to 2011. The 2011 usage was 68,379 Megawatts, as measured at the  Monticello Power Plant near "
"2017-06-11 12:06:20","wsj557.png","3DZQRBDBSMPMODRVPZG1Y8TP78KS3T",16,"added","Mount Pleasant, Texas."
"2017-06-10 17:48:27","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",0,"final","This chart describes the electricity demand in Texas and how it has increased despite the recession and is threatening to deplete the reserves. Each year, the electricity consumption increases. "
"2017-06-10 17:46:28","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",1,"added","This chart describes the electricity demand in Texas "
"2017-06-10 17:46:36","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",2,"unchanged","This chart describes the electricity demand in Texas "
"2017-06-10 17:46:36","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",3,"added","and how it has increased "
"2017-06-10 17:46:48","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",4,"unchanged","This chart describes the electricity demand in Texas and how it has increased "
"2017-06-10 17:46:48","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",5,"added","despite the re"
"2017-06-10 17:46:53","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",6,"unchanged","This chart describes the electricity demand in Texas and how it has increased despite the re"
"2017-06-10 17:46:53","wsj557.png","3QRYMNZ7FZRU7HXKWI56HRNHE61TN7",7,"added","cession "
